Top city by university count,Doctorate to undergraduate ratio,學年度,學校代碼,學校名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男,一年級女,二年級男,二年級女,三年級男,三年級女,四年級男,四年級女,五年級男,五年級女,六年級男,六年級女,七年級男,七年級女,延修生男,延修生女,縣市名稱,體系別,女生比例(%)
30 臺北市 with 120 universities,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,112.0,1052.0,遠東科技大學,N 職,M 碩士,29.0,27.0,2.0,7.0,1.0,7.0,0.0,5.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11 臺南市,2 技職,6.896551724137931
,,112.0,1052.0,遠東科技大學,D 日,B 四技,1226.0,913.0,313.0,114.0,36.0,189.0,71.0,183.0,56.0,295.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,42.0,11 臺南市,2 技職,25.530179445350733
,,112.0,1052.0,遠東科技大學,N 修,B 四技,266.0,208.0,58.0,46.0,6.0,42.0,12.0,43.0,13.0,56.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,11 臺南市,2 技職,21.804511278195488
,,112.0,1052.0,遠東科技大學,N 修,C 二技,274.0,183.0,91.0,0.0,0.0,0.0,0.0,92.0,51.0,89.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11 臺南市,2 技職,33.21167883211679
,,112.0,1052.0,遠東科技大學,N 修,2 二專,129.0,90.0,39.0,24.0,17.0,64.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,11 臺南市,2 技職,30.23255813953488
,,112.0,1053.0,元培醫事科技大學,D 日,D 博士,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18 新竹市,2 技職,0.0
,,112.0,1053.0,元培醫事科技大學,D 日,M 碩士,219.0,78.0,141.0,30.0,56.0,25.0,52.0,14.0,16.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18 新竹市,2 技職,64.38356164383562
,,112.0,1053.0,元培醫事科技大學,N 職,M 碩士,35.0,10.0,25.0,1.0,8.0,5.0,10.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18 新竹市,2 技職,71.42857142857143
,,112.0,1053.0,元培醫事科技大學,D 日,B 四技,2483.0,1048.0,1435.0,213.0,250.0,188.0,284.0,256.0,414.0,262.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,74.0,18 新竹市,2 技職,57.79299234796616
,,112.0,1053.0,元培醫事科技大學,N 修,B 四技,847.0,413.0,434.0,66.0,64.0,64.0,83.0,84.0,115.0,143.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,29.0,18 新竹市,2 技職,51.2396694214876
,,112.0,1053.0,元培醫事科技大學,D 日,C 二技,100.0,6.0,94.0,0.0,0.0,0.0,0.0,4.0,47.0,2.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18 新竹市,2 技職,94.0
,,112.0,1053.0,元培醫事科技大學,N 修,C 二技,319.0,60.0,259.0,0.0,0.0,0.0,0.0,26.0,122.0,26.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,18 新竹市,2 技職,81.19122257053291
,,112.0,1054.0,景文科技大學,D 日,M 碩士,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01 新北市,2 技職,0.0
,,112.0,1054.0,景文科技大學,N 職,M 碩士,58.0,40.0,18.0,19.0,9.0,13.0,6.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01 新北市,2 技職,31.03448275862069
,,112.0,1054.0,景文科技大學,D 日,B 四技,3603.0,1644.0,1959.0,349.0,419.0,396.0,469.0,347.0,426.0,406.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,146.0,01 新北市,2 技職,54.371357202331396
,,112.0,1054.0,景文科技大學,N 修,B 四技,569.0,288.0,281.0,99.0,103.0,84.0,70.0,45.0,50.0,41.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,01 新北市,2 技職,49.38488576449912
,,112.0,1054.0,景文科技大學,D 日,C 二技,11.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,01 新北市,2 技職,54.54545454545454
,,112.0,1054.0,景文科技大學,N 修,C 二技,266.0,133.0,133.0,0.0,0.0,0.0,0.0,64.0,68.0,55.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,01 新北市,2 技職,50.0
,,112.0,1054.0,景文科技大學,N 修,2 二專,89.0,55.0,34.0,37.0,19.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,01 新北市,2 技職,38.20224719101123
,,112.0,1055.0,中華醫事科技大學,D 日,M 碩士,99.0,50.0,49.0,17.0,21.0,27.0,20.0,6.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11 臺南市,2 技職,49.494949494949495
,,112.0,1055.0,中華醫事科技大學,N 職,M 碩士,29.0,13.0,16.0,7.0,8.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11 臺南市,2 技職,55.172413793103445
,,112.0,1055.0,中華醫事科技大學,D 日,B 四技,2067.0,736.0,1331.0,157.0,267.0,186.0,298.0,153.0,335.0,199.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,57.0,11 臺南市,2 技職,64.39283986453798
,,112.0,1055.0,中華醫事科技大學,N 修,B 四技,384.0,180.0,204.0,36.0,41.0,44.0,50.0,45.0,55.0,38.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,11 臺南市,2 技職,53.125
,,112.0,1055.0,中華醫事科技大學,D 日,C 二技,829.0,171.0,658.0,0.0,0.0,0.0,0.0,94.0,303.0,77.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11 臺南市,2 技職,79.37273823884198
,,112.0,1055.0,中華醫事科技大學,N 修,C 二技,675.0,198.0,477.0,0.0,0.0,0.0,0.0,98.0,232.0,89.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,11 臺南市,2 技職,70.66666666666667
,,112.0,1055.0,中華醫事科技大學,N 修,2 二專,63.0,27.0,36.0,13.0,15.0,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11 臺南市,2 技職,57.14285714285714
,,112.0,1055.0,中華醫事科技大學,D 日,5 五專,3200.0,685.0,2515.0,160.0,552.0,142.0,520.0,113.0,503.0,140.0,500.0,104.0,398.0,0.0,0.0,0.0,0.0,26.0,42.0,11 臺南市,2 技職,78.59375
,,112.0,1056.0,東南科技大學,D 日,M 碩士,137.0,76.0,61.0,26.0,30.0,35.0,27.0,11.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01 新北市,2 技職,44.52554744525548
,,112.0,1056.0,東南科技大學,N 職,M 碩士,67.0,54.0,13.0,28.0,7.0,23.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01 新北市,2 技職,19.402985074626866
,,112.0,1056.0,東南科技大學,D 日,B 四技,2967.0,1862.0,1105.0,351.0,213.0,444.0,266.0,420.0,257.0,464.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,92.0,01 新北市,2 技職,37.24300640377486
,,112.0,1056.0,東南科技大學,N 修,B 四技,476.0,329.0,147.0,85.0,27.0,63.0,46.0,82.0,36.0,70.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,9.0,01 新北市,2 技職,30.88235294117647
,,112.0,1057.0,德明財經科技大學,D 日,M 碩士,40.0,16.0,24.0,7.0,11.0,3.0,8.0,5.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30 臺北市,2 技職,60.0
,,112.0,1057.0,德明財經科技大學,N 職,M 碩士,26.0,12.0,14.0,2.0,7.0,7.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30 臺北市,2 技職,53.84615384615385
,,112.0,1057.0,德明財經科技大學,D 日,B 四技,5028.0,2213.0,2815.0,418.0,615.0,438.0,520.0,511.0,680.0,522.0,697.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,303.0,30 臺北市,2 技職,55.98647573587908
,,112.0,1057.0,德明財經科技大學,N 修,B 四技,235.0,130.0,105.0,37.0,22.0,12.0,23.0,26.0,27.0,43.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,30 臺北市,2 技職,44.680851063829785
,,112.0,1057.0,德明財經科技大學,D 日,C 二技,53.0,16.0,37.0,0.0,0.0,0.0,0.0,5.0,12.0,9.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,30 臺北市,2 技職,69.81132075471697
,,112.0,1057.0,德明財經科技大學,N 修,C 二技,161.0,60.0,101.0,0.0,0.0,0.0,0.0,30.0,41.0,30.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30 臺北市,2 技職,62.732919254658384
,,112.0,1058.0,明道大學,D 日,D 博士,29.0,16.0,13.0,0.0,0.0,2.0,3.0,4.0,0.0,2.0,4.0,4.0,1.0,2.0,4.0,2.0,1.0,0.0,0.0,07 彰化縣,1 一般,44.827586206896555
,,112.0,1058.0,明道大學,D 日,M 碩士,87.0,46.0,41.0,0.0,0.0,24.0,22.0,8.0,12.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07 彰化縣,1 一般,47.12643678160919
,,112.0,1058.0,明道大學,N 職,M 碩士,25.0,6.0,19.0,0.0,0.0,4.0,16.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07 彰化縣,1 一般,76.0
,,112.0,1058.0,明道大學,D 日,B 學士,330.0,162.0,168.0,2.0,1.0,18.0,6.0,29.0,44.0,91.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,12.0,07 彰化縣,1 一般,50.90909090909091
,,112.0,1058.0,明道大學,P 進,B 學士,225.0,162.0,63.0,8.0,0.0,42.0,20.0,43.0,24.0,63.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,07 彰化縣,1 一般,28.000000000000004
,,112.0,1060.0,南開科技大學,D 日,M 碩士,71.0,40.0,31.0,21.0,13.0,12.0,17.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08 南投縣,2 技職,43.66197183098591
,,112.0,1060.0,南開科技大學,N 職,M 碩士,48.0,16.0,32.0,5.0,15.0,7.0,14.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08 南投縣,2 技職,66.66666666666666
,,112.0,1060.0,南開科技大學,D 日,B 四技,1307.0,892.0,415.0,150.0,112.0,234.0,111.0,181.0,86.0,264.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,22.0,08 南投縣,2 技職,31.752104055087987
,,112.0,1060.0,南開科技大學,N 修,B 四技,582.0,441.0,141.0,82.0,39.0,98.0,27.0,118.0,29.0,127.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,08 南投縣,2 技職,24.22680412371134
,,112.0,1060.0,南開科技大學,N 修,C 二技,240.0,113.0,127.0,0.0,0.0,0.0,0.0,62.0,52.0,48.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,08 南投縣,2 技職,52.916666666666664
,,112.0,1060.0,南開科技大學,N 修,2 二專,52.0,25.0,27.0,14.0,11.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,08 南投縣,2 技職,51.92307692307693
,,112.0,1060.0,南開科技大學,D 日,5 五專,266.0,230.0,36.0,25.0,3.0,36.0,4.0,48.0,8.0,59.0,6.0,55.0,15.0,0.0,0.0,0.0,0.0,7.0,0.0,08 南投縣,2 技職,13.533834586466165
,,112.0,1061.0,中華科技大學,D 日,M 碩士,197.0,114.0,83.0,54.0,44.0,47.0,37.0,11.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30 臺北市,2 技職,42.13197969543147
,,112.0,1061.0,中華科技大學,N 職,M 碩士,86.0,61.0,25.0,22.0,17.0,31.0,6.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30 臺北市,2 技職,29.069767441860467
,,112.0,1061.0,中華科技大學,D 日,B 四技,1679.0,1173.0,506.0,157.0,109.0,222.0,93.0,308.0,125.0,377.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,39.0,30 臺北市,2 技職,30.136986301369863
,,112.0,1061.0,中華科技大學,N 修,B 四技,636.0,516.0,120.0,154.0,43.0,137.0,19.0,102.0,26.0,107.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,30 臺北市,2 技職,18.867924528301888
,,112.0,1061.0,中華科技大學,D 日,C 二技,30.0,7.0,23.0,0.0,0.0,0.0,0.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30 臺北市,2 技職,76.66666666666667
,,112.0,1061.0,中華科技大學,N 修,C 二技,480.0,322.0,158.0,0.0,0.0,0.0,0.0,185.0,102.0,134.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,30 臺北市,2 技職,32.916666666666664
,,112.0,1061.0,中華科技大學,N 修,2 二專,97.0,55.0,42.0,26.0,24.0,27.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,30 臺北市,2 技職,43.29896907216495
,,112.0,1062.0,僑光科技大學,D 日,M 碩士,62.0,29.0,33.0,16.0,15.0,12.0,15.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19 臺中市,2 技職,53.2258064516129
,,112.0,1062.0,僑光科技大學,N 職,M 碩士,58.0,24.0,34.0,19.0,25.0,4.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19 臺中市,2 技職,58.620689655172406
,,112.0,1062.0,僑光科技大學,D 日,B 四技,4856.0,2282.0,2574.0,522.0,584.0,523.0,538.0,562.0,705.0,579.0,696.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,51.0,19 臺中市,2 技職,53.006589785831956
,,112.0,1062.0,僑光科技大學,N 修,B 四技,3338.0,2051.0,1287.0,550.0,358.0,415.0,231.0,449.0,303.0,477.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,73.0,19 臺中市,2 技職,38.556021569802276
,,112.0,1063.0,育達科技大學,D 日,M 碩士,123.0,53.0,70.0,15.0,26.0,24.0,34.0,7.0,6.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,05 苗栗縣,2 技職,56.91056910569105
,,112.0,1063.0,育達科技大學,N 職,M 碩士,186.0,115.0,71.0,44.0,27.0,43.0,27.0,7.0,10.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,05 苗栗縣,2 技職,38.17204301075269
,,112.0,1063.0,育達科技大學,D 日,B 四技,1106.0,530.0,576.0,125.0,187.0,91.0,119.0,110.0,103.0,114.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,50.0,05 苗栗縣,2 技職,52.07956600361664
,,112.0,1063.0,育達科技大學,N 修,B 四技,564.0,328.0,236.0,79.0,54.0,75.0,51.0,79.0,59.0,68.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,10.0,05 苗栗縣,2 技職,41.843971631205676
,,112.0,1063.0,育達科技大學,N 修,C 二技,1059.0,368.0,691.0,0.0,0.0,0.0,0.0,186.0,344.0,159.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,17.0,05 苗栗縣,2 技職,65.25023607176583
,,112.0,1064.0,美和科技大學,D 日,M 碩士,160.0,52.0,108.0,25.0,53.0,8.0,27.0,11.0,18.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13 屏東縣,2 技職,67.5
,,112.0,1064.0,美和科技大學,N 職,M 碩士,154.0,40.0,114.0,21.0,32.0,9.0,34.0,7.0,36.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13 屏東縣,2 技職,74.02597402597402
,,112.0,1064.0,美和科技大學,D 日,B 四技,1332.0,597.0,735.0,126.0,137.0,138.0,149.0,155.0,210.0,151.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,26.0,13 屏東縣,2 技職,55.18018018018018
,,112.0,1064.0,美和科技大學,N 修,B 四技,357.0,111.0,246.0,24.0,47.0,23.0,54.0,28.0,53.0,29.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,13 屏東縣,2 技職,68.90756302521008
,,112.0,1064.0,美和科技大學,D 日,C 二技,137.0,14.0,123.0,0.0,0.0,0.0,0.0,9.0,52.0,5.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13 屏東縣,2 技職,89.78102189781022
,,112.0,1064.0,美和科技大學,N 修,C 二技,1049.0,231.0,818.0,0.0,0.0,0.0,0.0,118.0,416.0,108.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,13 屏東縣,2 技職,77.97902764537655
,,112.0,1064.0,美和科技大學,N 修,2 二專,94.0,54.0,40.0,32.0,22.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13 屏東縣,2 技職,42.5531914893617
,,112.0,1064.0,美和科技大學,D 日,5 五專,1603.0,231.0,1372.0,58.0,273.0,53.0,289.0,44.0,244.0,25.0,251.0,41.0,259.0,0.0,0.0,0.0,0.0,10.0,56.0,13 屏東縣,2 技職,85.58951965065502
,,112.0,1065.0,吳鳳科技大學,D 日,M 碩士,35.0,24.0,11.0,5.0,7.0,17.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10 嘉義縣,2 技職,31.428571428571427
,,112.0,1065.0,吳鳳科技大學,N 職,M 碩士,61.0,37.0,24.0,22.0,18.0,14.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10 嘉義縣,2 技職,39.34426229508197
,,112.0,1065.0,吳鳳科技大學,D 日,B 四技,2223.0,1432.0,791.0,319.0,190.0,298.0,174.0,413.0,192.0,356.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,14.0,10 嘉義縣,2 技職,35.5825461088619
,,112.0,1065.0,吳鳳科技大學,N 修,B 四技,549.0,405.0,144.0,94.0,34.0,80.0,31.0,112.0,32.0,98.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,10 嘉義縣,2 技職,26.229508196721312
,,112.0,1065.0,吳鳳科技大學,N 修,C 二技,738.0,364.0,374.0,0.0,0.0,0.0,0.0,177.0,184.0,187.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10 嘉義縣,2 技職,50.67750677506775
,,112.0,1065.0,吳鳳科技大學,N 修,2 二專,176.0,82.0,94.0,32.0,52.0,50.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10 嘉義縣,2 技職,53.40909090909091
,,112.0,1066.0,環球科技大學,D 日,M 碩士,45.0,22.0,23.0,0.0,0.0,12.0,15.0,3.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09 雲林縣,2 技職,51.11111111111111
,,112.0,1066.0,環球科技大學,N 職,M 碩士,28.0,10.0,18.0,0.0,0.0,4.0,4.0,4.0,6.0,1.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,09 雲林縣,2 技職,64.28571428571429
,,112.0,1066.0,環球科技大學,D 日,B 四技,664.0,354.0,310.0,0.0,0.0,76.0,54.0,99.0,58.0,123.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,49.0,09 雲林縣,2 技職,46.68674698795181
,,112.0,1066.0,環球科技大學,N 修,B 四技,127.0,63.0,64.0,0.0,0.0,13.0,18.0,15.0,8.0,26.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,09 雲林縣,2 技職,50.39370078740157
,,112.0,1066.0,環球科技大學,N 修,C 二技,116.0,38.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,09 雲林縣,2 技職,67.24137931034483
,,112.0,1066.0,環球科技大學,N 修,2 二專,38.0,24.0,14.0,0.0,0.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,09 雲林縣,2 技職,36.84210526315789
,,112.0,1069.0,修平科技大學,D 日,M 碩士,93.0,54.0,39.0,27.0,17.0,20.0,18.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06 臺中市,2 技職,41.935483870967744
,,112.0,1069.0,修平科技大學,N 職,M 碩士,55.0,43.0,12.0,20.0,2.0,16.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06 臺中市,2 技職,21.818181818181817
,,112.0,1069.0,修平科技大學,D 日,B 四技,2131.0,1480.0,651.0,323.0,195.0,304.0,174.0,331.0,104.0,431.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,23.0,06 臺中市,2 技職,30.54903801032379
,,112.0,1069.0,修平科技大學,N 修,B 四技,901.0,834.0,67.0,114.0,10.0,192.0,14.0,224.0,16.0,241.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,4.0,06 臺中市,2 技職,7.436182019977802
,,112.0,1069.0,修平科技大學,N 修,C 二技,650.0,431.0,219.0,0.0,0.0,0.0,0.0,205.0,126.0,217.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,06 臺中市,2 技職,33.69230769230769
,,112.0,1069.0,修平科技大學,N 修,2 二專,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,06 臺中市,2 技職,0.0
,,112.0,1070.0,長庚科技大學,D 日,M 碩士,80.0,10.0,70.0,7.0,25.0,2.0,32.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03 桃園市,2 技職,87.5
,,112.0,1070.0,長庚科技大學,N 職,M 碩士,165.0,6.0,159.0,3.0,40.0,2.0,41.0,1.0,39.0,0.0,19.0,0.0,12.0,0.0,6.0,0.0,2.0,0.0,0.0,03 桃園市,2 技職,96.36363636363636
,,112.0,1070.0,長庚科技大學,D 日,B 四技,3295.0,481.0,2814.0,129.0,701.0,118.0,675.0,125.0,707.0,102.0,718.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,03 桃園市,2 技職,85.402124430956
,,112.0,1070.0,長庚科技大學,D 日,C 二技,1439.0,118.0,1321.0,0.0,0.0,0.0,0.0,59.0,667.0,58.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,03 桃園市,2 技職,91.79986101459346
,,112.0,1070.0,長庚科技大學,N 修,C 二技,1134.0,74.0,1060.0,0.0,0.0,0.0,0.0,39.0,539.0,33.0,493.0,0.0,21.0,0.0,0.0,0.0,0.0,2.0,7.0,03 桃園市,2 技職,93.47442680776014
,,112.0,1071.0,臺北城市科技大學,D 日,M 碩士,97.0,64.0,33.0,22.0,16.0,21.0,7.0,14.0,7.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30 臺北市,2 技職,34.02061855670103
,,112.0,1071.0,臺北城市科技大學,D 日,B 四技,6016.0,3686.0,2330.0,795.0,676.0,808.0,625.0,802.0,393.0,889.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,170.0,30 臺北市,2 技職,38.73005319148936
,,112.0,1071.0,臺北城市科技大學,N 修,B 四技,659.0,518.0,141.0,137.0,38.0,125.0,33.0,115.0,26.0,120.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,30 臺北市,2 技職,21.396054628224583
,,112.0,1071.0,臺北城市科技大學,N 修,C 二技,421.0,232.0,189.0,0.0,0.0,0.0,0.0,133.0,85.0,97.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,30 臺北市,2 技職,44.89311163895487
,,112.0,1071.0,臺北城市科技大學,D 日,2 二專,19.0,15.0,4.0,0.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30 臺北市,2 技職,21.052631578947366
,,112.0,1071.0,臺北城市科技大學,N 修,2 二專,307.0,172.0,135.0,90.0,69.0,78.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,30 臺北市,2 技職,43.97394136807817
,,112.0,1071.0,臺北城市科技大學,D 日,5 五專,745.0,463.0,282.0,88.0,62.0,85.0,47.0,101.0,53.0,77.0,56.0,104.0,60.0,0.0,0.0,0.0,0.0,8.0,4.0,30 臺北市,2 技職,37.852348993288594
,,112.0,1072.0,敏實科技大學,D 日,B 四技,479.0,313.0,166.0,122.0,80.0,47.0,64.0,55.0,11.0,81.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,04 新竹縣,2 技職,34.65553235908142
,,112.0,1072.0,敏實科技大學,N 修,B 四技,122.0,75.0,47.0,42.0,9.0,9.0,14.0,5.0,12.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,04 新竹縣,2 技職,38.52459016393443
,,112.0,1072.0,敏實科技大學,D 日,5 五專,101.0,44.0,57.0,6.0,15.0,11.0,8.0,7.0,7.0,8.0,9.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,04 新竹縣,2 技職,56.43564356435643
,,112.0,1073.0,醒吾科技大學,D 日,M 碩士,49.0,16.0,33.0,8.0,9.0,6.0,9.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01 新北市,2 技職,67.3469387755102
,,112.0,1073.0,醒吾科技大學,N 職,M 碩士,79.0,32.0,47.0,11.0,19.0,12.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,01 新北市,2 技職,59.49367088607595
,,112.0,1073.0,醒吾科技大學,D 日,B 四技,4954.0,2028.0,2926.0,428.0,797.0,446.0,639.0,505.0,728.0,539.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,113.0,01 新北市,2 技職,59.06338312474768
,,112.0,1073.0,醒吾科技大學,N 修,B 四技,499.0,246.0,253.0,78.0,71.0,48.0,58.0,55.0,71.0,51.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,01 新北市,2 技職,50.70140280561122
