Top city by university count,Doctorate to undergraduate ratio,學年度,學校代碼,學校名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男,一年級女,二年級男,二年級女,三年級男,三年級女,四年級男,四年級女,五年級男,五年級女,六年級男,六年級女,七年級男,七年級女,延修生男,延修生女,縣市名稱,體系別,女生比例(%)
30 臺北市 with 120 universities,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,112.0,1034.0,弘光科技大學,D 日,M 碩士,181.0,46.0,135.0,20.0,47.0,21.0,46.0,3.0,20.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06 臺中市,2 技職,74.58563535911603
,,112.0,1034.0,弘光科技大學,N 職,M 碩士,91.0,29.0,62.0,8.0,18.0,12.0,19.0,6.0,13.0,3.0,6.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,06 臺中市,2 技職,68.13186813186813
,,112.0,1034.0,弘光科技大學,D 日,B 四技,6734.0,2387.0,4347.0,568.0,1025.0,536.0,1060.0,584.0,1055.0,551.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,204.0,06 臺中市,2 技職,64.55301455301455
,,112.0,1034.0,弘光科技大學,N 修,B 四技,2730.0,1287.0,1443.0,319.0,368.0,253.0,328.0,287.0,316.0,302.0,337.0,4.0,24.0,0.0,0.0,0.0,0.0,122.0,70.0,06 臺中市,2 技職,52.85714285714286
,,112.0,1034.0,弘光科技大學,D 日,C 二技,708.0,55.0,653.0,0.0,0.0,0.0,0.0,34.0,320.0,21.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,06 臺中市,2 技職,92.2316384180791
,,112.0,1034.0,弘光科技大學,N 修,C 二技,740.0,81.0,659.0,0.0,0.0,0.0,0.0,29.0,204.0,30.0,245.0,22.0,203.0,0.0,0.0,0.0,0.0,0.0,7.0,06 臺中市,2 技職,89.05405405405405
,,112.0,1034.0,弘光科技大學,D 日,2 二專,28.0,12.0,16.0,9.0,11.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06 臺中市,2 技職,57.14285714285714
,,112.0,1034.0,弘光科技大學,N 修,2 二專,99.0,11.0,88.0,5.0,42.0,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,06 臺中市,2 技職,88.88888888888889
,,112.0,1034.0,弘光科技大學,D 日,5 五專,268.0,29.0,239.0,4.0,54.0,3.0,50.0,5.0,47.0,5.0,42.0,8.0,43.0,0.0,0.0,0.0,0.0,4.0,3.0,06 臺中市,2 技職,89.17910447761194
,,112.0,1035.0,中國醫藥大學,D 日,D 博士,416.0,240.0,176.0,53.0,37.0,53.0,45.0,50.0,34.0,37.0,18.0,14.0,24.0,19.0,8.0,14.0,10.0,0.0,0.0,19 臺中市,1 一般,42.30769230769231
,,112.0,1035.0,中國醫藥大學,D 日,M 碩士,496.0,165.0,331.0,73.0,160.0,70.0,136.0,17.0,22.0,5.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19 臺中市,1 一般,66.73387096774194
,,112.0,1035.0,中國醫藥大學,N 職,M 碩士,81.0,23.0,58.0,11.0,18.0,10.0,22.0,0.0,10.0,1.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,19 臺中市,1 一般,71.60493827160494
,,112.0,1035.0,中國醫藥大學,D 日,B 學士,6356.0,2690.0,3666.0,516.0,785.0,543.0,763.0,523.0,768.0,494.0,762.0,307.0,340.0,178.0,125.0,62.0,48.0,67.0,75.0,19 臺中市,1 一般,57.67778477029578
,,112.0,1036.0,健行科技大學,D 日,M 碩士,352.0,184.0,168.0,72.0,77.0,58.0,45.0,27.0,29.0,26.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,03 桃園市,2 技職,47.72727272727273
,,112.0,1036.0,健行科技大學,N 職,M 碩士,30.0,14.0,16.0,4.0,6.0,6.0,7.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03 桃園市,2 技職,53.333333333333336
,,112.0,1036.0,健行科技大學,D 日,B 四技,5429.0,3395.0,2034.0,758.0,484.0,720.0,457.0,886.0,574.0,756.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,104.0,03 桃園市,2 技職,37.46546325290109
,,112.0,1036.0,健行科技大學,N 修,B 四技,3061.0,1931.0,1130.0,462.0,246.0,423.0,249.0,419.0,306.0,477.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,57.0,03 桃園市,2 技職,36.91604050963737
,,112.0,1036.0,健行科技大學,D 日,C 二技,65.0,35.0,30.0,0.0,0.0,0.0,0.0,13.0,19.0,2.0,0.0,19.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,03 桃園市,2 技職,46.15384615384615
,,112.0,1036.0,健行科技大學,N 修,C 二技,464.0,254.0,210.0,0.0,0.0,0.0,0.0,161.0,116.0,89.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,03 桃園市,2 技職,45.258620689655174
,,112.0,1037.0,正修科技大學,D 日,D 博士,17.0,16.0,1.0,5.0,1.0,3.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12 高雄市,2 技職,5.88235294117647
,,112.0,1037.0,正修科技大學,D 日,M 碩士,333.0,183.0,150.0,66.0,62.0,85.0,59.0,23.0,16.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12 高雄市,2 技職,45.04504504504504
,,112.0,1037.0,正修科技大學,N 職,M 碩士,188.0,114.0,74.0,60.0,39.0,44.0,31.0,10.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12 高雄市,2 技職,39.361702127659576
,,112.0,1037.0,正修科技大學,D 日,B 四技,7500.0,4849.0,2651.0,1190.0,708.0,1196.0,646.0,1184.0,597.0,1076.0,629.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,71.0,12 高雄市,2 技職,35.346666666666664
,,112.0,1037.0,正修科技大學,N 修,B 四技,3830.0,2513.0,1317.0,601.0,327.0,539.0,325.0,524.0,261.0,604.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,90.0,12 高雄市,2 技職,34.38642297650131
,,112.0,1037.0,正修科技大學,D 日,C 二技,69.0,43.0,26.0,0.0,0.0,0.0,0.0,18.0,23.0,0.0,0.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12 高雄市,2 技職,37.68115942028986
,,112.0,1037.0,正修科技大學,N 修,C 二技,2519.0,1311.0,1208.0,0.0,0.0,0.0,0.0,695.0,563.0,595.0,623.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,12 高雄市,2 技職,47.95553791186979
,,112.0,1037.0,正修科技大學,N 修,2 二專,651.0,402.0,249.0,188.0,114.0,195.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,12 高雄市,2 技職,38.24884792626728
,,112.0,1037.0,正修科技大學,D 日,5 五專,380.0,277.0,103.0,58.0,24.0,64.0,29.0,58.0,25.0,47.0,14.0,47.0,10.0,0.0,0.0,0.0,0.0,3.0,1.0,12 高雄市,2 技職,27.105263157894736
,,112.0,1038.0,萬能科技大學,D 日,M 碩士,173.0,92.0,81.0,39.0,32.0,22.0,22.0,15.0,15.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03 桃園市,2 技職,46.82080924855491
,,112.0,1038.0,萬能科技大學,N 職,M 碩士,158.0,70.0,88.0,28.0,55.0,34.0,30.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03 桃園市,2 技職,55.69620253164557
,,112.0,1038.0,萬能科技大學,D 日,B 四技,4982.0,2776.0,2206.0,709.0,519.0,686.0,551.0,598.0,485.0,594.0,509.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,142.0,03 桃園市,2 技職,44.27940586109996
,,112.0,1038.0,萬能科技大學,N 修,B 四技,2106.0,1220.0,886.0,373.0,238.0,244.0,186.0,283.0,208.0,249.0,219.0,4.0,2.0,0.0,0.0,0.0,0.0,67.0,33.0,03 桃園市,2 技職,42.07027540360874
,,112.0,1038.0,萬能科技大學,N 修,C 二技,314.0,160.0,154.0,0.0,0.0,0.0,0.0,86.0,85.0,71.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,03 桃園市,2 技職,49.044585987261144
,,112.0,1038.0,萬能科技大學,N 修,2 二專,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,03 桃園市,2 技職,100.0
,,112.0,1039.0,玄奘大學,D 日,M 碩士,263.0,97.0,166.0,40.0,34.0,22.0,47.0,18.0,41.0,15.0,38.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,18 新竹市,1 一般,63.11787072243346
,,112.0,1039.0,玄奘大學,N 職,M 碩士,157.0,51.0,106.0,17.0,29.0,8.0,33.0,10.0,21.0,11.0,13.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,18 新竹市,1 一般,67.51592356687898
,,112.0,1039.0,玄奘大學,D 日,B 學士,1103.0,441.0,662.0,70.0,104.0,84.0,139.0,101.0,171.0,153.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,42.0,18 新竹市,1 一般,60.018132366273804
,,112.0,1039.0,玄奘大學,N 修,C 二技,28.0,8.0,20.0,0.0,0.0,0.0,0.0,4.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18 新竹市,2 技職,71.42857142857143
,,112.0,1040.0,建國科技大學,D 日,M 碩士,98.0,51.0,47.0,15.0,24.0,20.0,19.0,10.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07 彰化縣,2 技職,47.95918367346938
,,112.0,1040.0,建國科技大學,D 日,B 四技,2108.0,1444.0,664.0,339.0,183.0,319.0,136.0,306.0,135.0,331.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,58.0,07 彰化縣,2 技職,31.499051233396585
,,112.0,1040.0,建國科技大學,N 修,B 四技,1284.0,961.0,323.0,174.0,68.0,264.0,62.0,203.0,96.0,239.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,11.0,07 彰化縣,2 技職,25.15576323987539
,,112.0,1040.0,建國科技大學,N 修,C 二技,289.0,157.0,132.0,0.0,0.0,0.0,0.0,76.0,68.0,74.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,07 彰化縣,2 技職,45.674740484429066
,,112.0,1040.0,建國科技大學,D 日,2 二專,9.0,8.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07 彰化縣,2 技職,11.11111111111111
,,112.0,1040.0,建國科技大學,N 修,2 二專,66.0,46.0,20.0,30.0,13.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,07 彰化縣,2 技職,30.303030303030305
,,112.0,1041.0,明志科技大學,D 日,D 博士,62.0,45.0,17.0,18.0,5.0,10.0,7.0,12.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,01 新北市,2 技職,27.419354838709676
,,112.0,1041.0,明志科技大學,D 日,M 碩士,535.0,402.0,133.0,187.0,67.0,147.0,34.0,52.0,21.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01 新北市,2 技職,24.85981308411215
,,112.0,1041.0,明志科技大學,N 職,M 碩士,27.0,23.0,4.0,7.0,1.0,4.0,2.0,8.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01 新北市,2 技職,14.814814814814813
,,112.0,1041.0,明志科技大學,D 日,B 四技,3594.0,2555.0,1039.0,673.0,287.0,600.0,238.0,587.0,264.0,598.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,18.0,01 新北市,2 技職,28.90929326655537
,,112.0,1041.0,明志科技大學,N 修,B 四技,109.0,103.0,6.0,17.0,2.0,19.0,1.0,23.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,01 新北市,2 技職,5.5045871559633035
,,112.0,1042.0,高苑科技大學,D 日,M 碩士,42.0,25.0,17.0,0.0,0.0,13.0,6.0,11.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12 高雄市,2 技職,40.476190476190474
,,112.0,1042.0,高苑科技大學,N 職,M 碩士,31.0,25.0,6.0,0.0,0.0,17.0,4.0,5.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12 高雄市,2 技職,19.35483870967742
,,112.0,1042.0,高苑科技大學,D 日,B 四技,679.0,403.0,276.0,28.0,8.0,75.0,50.0,127.0,106.0,119.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,19.0,12 高雄市,2 技職,40.6480117820324
,,112.0,1042.0,高苑科技大學,N 修,B 四技,333.0,270.0,63.0,36.0,8.0,40.0,10.0,69.0,22.0,98.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,12 高雄市,2 技職,18.91891891891892
,,112.0,1042.0,高苑科技大學,N 修,C 二技,123.0,71.0,52.0,0.0,0.0,0.0,0.0,23.0,12.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,12 高雄市,2 技職,42.27642276422765
,,112.0,1042.0,高苑科技大學,N 修,2 二專,26.0,14.0,12.0,3.0,6.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,12 高雄市,2 技職,46.15384615384615
,,112.0,1042.0,高苑科技大學,D 日,5 五專,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12 高雄市,2 技職,100.0
,,112.0,1043.0,大仁科技大學,D 日,M 碩士,80.0,34.0,46.0,15.0,22.0,17.0,13.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13 屏東縣,2 技職,57.49999999999999
,,112.0,1043.0,大仁科技大學,N 職,M 碩士,145.0,75.0,70.0,34.0,41.0,31.0,22.0,5.0,5.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13 屏東縣,2 技職,48.275862068965516
,,112.0,1043.0,大仁科技大學,D 日,B 四技,2318.0,1051.0,1267.0,206.0,276.0,218.0,250.0,237.0,260.0,230.0,285.0,82.0,122.0,0.0,0.0,0.0,0.0,78.0,74.0,13 屏東縣,2 技職,54.659188955996555
,,112.0,1043.0,大仁科技大學,N 修,B 四技,78.0,49.0,29.0,16.0,0.0,10.0,8.0,9.0,11.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,13 屏東縣,2 技職,37.17948717948718
,,112.0,1043.0,大仁科技大學,N 修,C 二技,1179.0,389.0,790.0,0.0,0.0,0.0,0.0,196.0,418.0,166.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,21.0,13 屏東縣,2 技職,67.00593723494487
,,112.0,1043.0,大仁科技大學,N 修,2 二專,63.0,29.0,34.0,6.0,20.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,13 屏東縣,2 技職,53.96825396825397
,,112.0,1044.0,聖約翰科技大學,D 日,M 碩士,37.0,29.0,8.0,0.0,0.0,15.0,4.0,7.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01 新北市,2 技職,21.62162162162162
,,112.0,1044.0,聖約翰科技大學,N 職,M 碩士,57.0,43.0,14.0,18.0,8.0,15.0,4.0,5.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01 新北市,2 技職,24.561403508771928
,,112.0,1044.0,聖約翰科技大學,D 日,B 四技,329.0,199.0,130.0,20.0,22.0,17.0,11.0,44.0,22.0,62.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,29.0,01 新北市,2 技職,39.51367781155015
,,112.0,1044.0,聖約翰科技大學,N 修,B 四技,59.0,55.0,4.0,0.0,0.0,14.0,0.0,22.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,01 新北市,2 技職,6.779661016949152
,,112.0,1044.0,聖約翰科技大學,N 修,C 二技,54.0,40.0,14.0,0.0,0.0,0.0,0.0,24.0,9.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,01 新北市,2 技職,25.925925925925924
,,112.0,1044.0,聖約翰科技大學,N 修,2 二專,25.0,17.0,8.0,7.0,3.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01 新北市,2 技職,32.0
,,112.0,1044.0,聖約翰科技大學,D 日,5 五專,46.0,41.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,28.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,01 新北市,2 技職,10.869565217391305
,,112.0,1045.0,嶺東科技大學,D 日,M 碩士,239.0,108.0,131.0,50.0,65.0,38.0,42.0,15.0,17.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19 臺中市,2 技職,54.811715481171554
,,112.0,1045.0,嶺東科技大學,N 職,M 碩士,168.0,91.0,77.0,52.0,43.0,29.0,30.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19 臺中市,2 技職,45.83333333333333
,,112.0,1045.0,嶺東科技大學,D 日,B 四技,5950.0,2239.0,3711.0,539.0,840.0,504.0,883.0,580.0,932.0,515.0,966.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,90.0,19 臺中市,2 技職,62.36974789915967
,,112.0,1045.0,嶺東科技大學,N 修,B 四技,2229.0,1199.0,1030.0,275.0,245.0,244.0,213.0,276.0,254.0,301.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,60.0,19 臺中市,2 技職,46.2090623598026
,,112.0,1045.0,嶺東科技大學,D 日,C 二技,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19 臺中市,2 技職,100.0
,,112.0,1045.0,嶺東科技大學,N 修,C 二技,94.0,8.0,86.0,0.0,0.0,0.0,0.0,4.0,46.0,4.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19 臺中市,2 技職,91.48936170212765
,,112.0,1046.0,中國科技大學,D 日,M 碩士,163.0,95.0,68.0,44.0,33.0,33.0,17.0,11.0,11.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30 臺北市,2 技職,41.717791411042946
,,112.0,1046.0,中國科技大學,N 職,M 碩士,55.0,38.0,17.0,22.0,10.0,14.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30 臺北市,2 技職,30.909090909090907
,,112.0,1046.0,中國科技大學,D 日,B 四技,4457.0,2079.0,2378.0,396.0,453.0,468.0,568.0,561.0,619.0,487.0,593.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,145.0,30 臺北市,2 技職,53.35427417545434
,,112.0,1046.0,中國科技大學,N 修,B 四技,787.0,456.0,331.0,101.0,72.0,79.0,76.0,118.0,66.0,97.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,38.0,30 臺北市,2 技職,42.058449809402795
,,112.0,1046.0,中國科技大學,N 修,C 二技,551.0,307.0,244.0,0.0,0.0,0.0,0.0,154.0,111.0,142.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,30 臺北市,2 技職,44.283121597096184
,,112.0,1046.0,中國科技大學,N 修,2 二專,198.0,103.0,95.0,36.0,29.0,53.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,30 臺北市,2 技職,47.97979797979798
,,112.0,1047.0,中臺科技大學,D 日,D 博士,9.0,7.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19 臺中市,2 技職,22.22222222222222
,,112.0,1047.0,中臺科技大學,D 日,M 碩士,128.0,33.0,95.0,17.0,40.0,12.0,33.0,4.0,16.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19 臺中市,2 技職,74.21875
,,112.0,1047.0,中臺科技大學,N 職,M 碩士,278.0,43.0,235.0,12.0,72.0,9.0,60.0,14.0,57.0,5.0,33.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,19 臺中市,2 技職,84.53237410071942
,,112.0,1047.0,中臺科技大學,D 日,B 四技,3256.0,1382.0,1874.0,317.0,404.0,242.0,421.0,352.0,463.0,346.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,126.0,19 臺中市,2 技職,57.55528255528255
,,112.0,1047.0,中臺科技大學,N 修,B 四技,1162.0,415.0,747.0,111.0,137.0,80.0,149.0,85.0,180.0,106.0,184.0,15.0,53.0,0.0,0.0,0.0,0.0,18.0,44.0,19 臺中市,2 技職,64.28571428571429
,,112.0,1047.0,中臺科技大學,D 日,C 二技,577.0,87.0,490.0,0.0,0.0,0.0,0.0,35.0,265.0,51.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,19 臺中市,2 技職,84.92201039861352
,,112.0,1047.0,中臺科技大學,N 修,C 二技,927.0,111.0,816.0,0.0,0.0,0.0,0.0,58.0,464.0,43.0,306.0,9.0,43.0,0.0,0.0,0.0,0.0,1.0,3.0,19 臺中市,2 技職,88.02588996763754
,,112.0,1047.0,中臺科技大學,D 日,2 二專,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,19 臺中市,2 技職,66.66666666666666
,,112.0,1048.0,亞洲大學,D 日,D 博士,224.0,134.0,90.0,27.0,23.0,29.0,18.0,21.0,18.0,22.0,12.0,17.0,7.0,12.0,7.0,6.0,5.0,0.0,0.0,06 臺中市,1 一般,40.17857142857143
,,112.0,1048.0,亞洲大學,D 日,M 碩士,695.0,263.0,432.0,108.0,176.0,75.0,136.0,44.0,71.0,36.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06 臺中市,1 一般,62.15827338129496
,,112.0,1048.0,亞洲大學,N 職,M 碩士,427.0,197.0,230.0,120.0,129.0,48.0,71.0,22.0,23.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06 臺中市,1 一般,53.86416861826698
,,112.0,1048.0,亞洲大學,D 日,B 學士,9069.0,3186.0,5883.0,803.0,1517.0,687.0,1335.0,771.0,1444.0,729.0,1409.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,178.0,06 臺中市,1 一般,64.86933509758518
,,112.0,1048.0,亞洲大學,P 進,B 學士,443.0,206.0,237.0,54.0,57.0,19.0,41.0,51.0,51.0,50.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,23.0,06 臺中市,1 一般,53.49887133182845
,,112.0,1049.0,開南大學,D 日,M 碩士,215.0,84.0,131.0,42.0,64.0,18.0,36.0,12.0,13.0,11.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03 桃園市,1 一般,60.93023255813953
,,112.0,1049.0,開南大學,N 職,M 碩士,303.0,172.0,131.0,87.0,85.0,43.0,25.0,22.0,11.0,9.0,5.0,8.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,03 桃園市,1 一般,43.23432343234324
,,112.0,1049.0,開南大學,D 日,B 學士,2700.0,1365.0,1335.0,303.0,285.0,296.0,243.0,278.0,304.0,347.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,122.0,03 桃園市,1 一般,49.44444444444444
,,112.0,1049.0,開南大學,P 進,B 學士,976.0,543.0,433.0,128.0,119.0,119.0,99.0,129.0,99.0,123.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,18.0,03 桃園市,1 一般,44.364754098360656
,,112.0,1050.0,佛光大學,D 日,D 博士,71.0,24.0,47.0,7.0,6.0,3.0,6.0,0.0,7.0,4.0,9.0,3.0,6.0,3.0,10.0,4.0,3.0,0.0,0.0,02 宜蘭縣,1 一般,66.19718309859155
,,112.0,1050.0,佛光大學,D 日,M 碩士,450.0,187.0,263.0,67.0,111.0,52.0,59.0,37.0,43.0,29.0,45.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,02 宜蘭縣,1 一般,58.44444444444444
,,112.0,1050.0,佛光大學,N 職,M 碩士,106.0,41.0,65.0,20.0,49.0,11.0,7.0,7.0,5.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,02 宜蘭縣,1 一般,61.32075471698113
,,112.0,1050.0,佛光大學,D 日,B 學士,2137.0,1047.0,1090.0,201.0,203.0,235.0,243.0,258.0,291.0,268.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,49.0,02 宜蘭縣,1 一般,51.006083294337856
,,112.0,1051.0,台南應用科技大學,D 日,M 碩士,119.0,40.0,79.0,15.0,29.0,16.0,24.0,6.0,22.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11 臺南市,2 技職,66.38655462184873
,,112.0,1051.0,台南應用科技大學,N 職,M 碩士,103.0,24.0,79.0,8.0,25.0,9.0,28.0,6.0,14.0,1.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11 臺南市,2 技職,76.69902912621359
,,112.0,1051.0,台南應用科技大學,D 日,B 四技,6479.0,1879.0,4600.0,495.0,1126.0,369.0,1025.0,474.0,1166.0,455.0,1196.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,87.0,11 臺南市,2 技職,70.99861089674332
,,112.0,1051.0,台南應用科技大學,N 修,B 四技,1553.0,574.0,979.0,127.0,230.0,111.0,175.0,110.0,189.0,160.0,285.0,13.0,69.0,0.0,0.0,0.0,0.0,53.0,31.0,11 臺南市,2 技職,63.0392788151964
,,112.0,1051.0,台南應用科技大學,D 日,C 二技,420.0,93.0,327.0,0.0,0.0,0.0,0.0,43.0,145.0,40.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,11 臺南市,2 技職,77.85714285714286
,,112.0,1051.0,台南應用科技大學,N 修,C 二技,135.0,18.0,117.0,0.0,0.0,0.0,0.0,7.0,50.0,8.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,11 臺南市,2 技職,86.66666666666667
,,112.0,1051.0,台南應用科技大學,D 日,5 五專,851.0,200.0,651.0,35.0,127.0,39.0,134.0,42.0,135.0,42.0,131.0,42.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,11 臺南市,2 技職,76.49823736780259
,,112.0,1052.0,遠東科技大學,D 日,M 碩士,207.0,113.0,94.0,50.0,37.0,40.0,48.0,15.0,6.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11 臺南市,2 技職,45.410628019323674
